0.0100	 306.0000	 4.0000
0.0200	 290.0000	 4.0000
0.0300	 282.0000	 4.0000
0.0400	 279.0000	 4.0000
0.0500	 276.0000	 4.0000
0.0600	 274.0000	 4.0000
0.0700	 277.0000	 4.0000
0.0800	 280.0000	 4.0000
0.0900	 288.0000	 4.0000
0.1000	 298.0000	 4.0000
0.1100	 310.0000	 4.0000
0.1200	 333.0000	 4.0000
0.1300	 393.0000	 4.0000
0.1400	 494.0000	 4.0000
0.1500	 596.0000	 4.0000
0.1600	 649.0000	 4.0000
0.1700	 663.0000	 4.0000
0.1800	 666.0000	 4.0000
0.1900	 656.0000	 4.0000
0.2000	 638.0000	 4.0000
0.2100	 607.0000	 4.0000
0.2200	 553.0000	 4.0000
0.2300	 506.0000	 4.0000
0.2400	 465.0000	 4.0000
0.2500	 400.0000	 4.0000
0.2600	 339.0000	 4.0000
0.2701	 306.0000	 4.0000
0.2801	 294.0000	 4.0000
0.2901	 288.0000	 4.0000
0.3001	 284.0000	 4.0000
0.3101	 280.0000	 4.0000
0.3201	 280.0000	 4.0000
0.3301	 285.0000	 4.0000
0.3401	 297.0000	 4.0000
0.3501	 311.0000	 4.0000
0.3601	 337.0000	 4.0000
0.3701	 404.0000	 4.0000
0.3801	 509.0000	 4.0000
0.3901	 601.0000	 4.0000
0.4001	 649.0000	 4.0000
0.4101	 663.0000	 4.0000
0.4201	 667.0000	 4.0000
0.4301	 652.0000	 4.0000
0.4401	 634.0000	 4.0000
0.4501	 601.0000	 4.0000
0.4601	 548.0000	 4.0000
0.4701	 493.0000	 4.0000
0.4801	 406.0000	 4.0000
0.4901	 333.0000	 4.0000
1.1620	 538.0000	 2.2724
1.2282	 436.0000	 0.7962
1.2382	 334.0000	 0.7962
1.2482	 297.0000	 0.7962
1.2582	 285.0000	 0.7962
1.2682	 277.0000	 0.7962
1.2783	 278.0000	 0.7962
1.2883	 286.0000	 0.7962
1.2983	 301.0000	 0.7962
1.3083	 330.0000	 0.7962
1.3183	 434.0000	 0.7962
1.3283	 564.0000	 0.7962
1.3383	 618.0000	 0.7962
1.3483	 631.0000	 0.7962
1.3583	 615.0000	 0.7962
1.3683	 557.0000	 0.7962
1.3783	 491.0000	 0.7962
1.3883	 397.0000	 0.7962
1.3983	 321.0000	 0.7962
1.4083	 298.0000	 0.7962
1.4183	 286.0000	 0.7962
1.4283	 282.0000	 0.7962
1.4383	 289.0000	 0.7962
1.4483	 308.0000	 0.7962
1.4583	 365.0000	 0.7962
1.4683	 498.0000	 0.7962
1.4783	 594.0000	 0.7962
1.4883	 629.0000	 0.7962
1.4983	 625.0000	 0.7962
1.5083	 597.0000	 0.7962
1.5183	 526.0000	 0.7962
1.5283	 411.0000	 0.7962
1.5383	 317.0000	 0.7962
1.5483	 291.0000	 0.7962
1.5583	 280.0000	 0.7962
1.5683	 279.0000	 0.7962
1.5783	 286.0000	 0.7962
1.5883	 304.0000	 0.7962
1.5983	 356.0000	 0.7962
1.6083	 495.0000	 0.7962
1.6185	 592.0000	 0.7962
1.6285	 619.0000	 0.7962
1.6385	 612.0000	 0.7962
1.6485	 555.0000	 0.7962
1.6585	 483.0000	 0.7962
1.8224	 282.0000	 3.9421
1.8324	 279.0000	 3.9421
1.8424	 289.0000	 3.9421
1.8524	 308.0000	 3.9421
1.8624	 377.0000	 3.9421
1.8724	 525.0000	 3.9421
1.8824	 601.0000	 3.9421
1.8924	 618.0000	 3.9421
1.9024	 598.0000	 3.9421
1.9124	 525.0000	 3.9421
1.9224	 442.0000	 3.9421
1.9324	 337.0000	 3.9421
1.9424	 301.0000	 3.9421
1.9524	 289.0000	 3.9421
1.9624	 283.0000	 3.9421
1.9724	 295.0000	 3.9421
1.9824	 320.0000	 3.9421
1.9924	 424.0000	 3.9421
2.0024	 555.0000	 3.9421
2.0124	 614.0000	 3.9421
2.0224	 622.0000	 3.9421
2.0324	 601.0000	 3.9421
2.0425	 529.0000	 3.9421
2.0525	 405.0000	 3.9421
2.0625	 314.0000	 3.9421
2.0725	 289.0000	 3.9421
2.0825	 279.0000	 3.9421
2.0925	 281.0000	 3.9421
2.1025	 294.0000	 3.9421
2.1125	 320.0000	 3.9421
2.1225	 424.0000	 3.9421
2.1325	 558.0000	 3.9421
2.1441	 613.0000	 3.9421
2.1541	 613.0000	 3.9421
2.3027	 471.0000	 3.5708
2.3127	 339.0000	 3.5708
2.3227	 297.0000	 3.5708
2.3327	 284.0000	 3.5708
2.3427	 280.0000	 3.5708
2.3527	 289.0000	 3.5708
2.3627	 308.0000	 3.5708
2.3727	 379.0000	 3.5708
2.3827	 528.0000	 3.5708
2.3927	 600.0000	 3.5708
2.4027	 616.0000	 3.5708
2.4127	 588.0000	 3.5708
2.4227	 510.0000	 3.5708
2.4327	 414.0000	 3.5708
2.4427	 323.0000	 3.5708
2.4527	 297.0000	 3.5708
2.4627	 286.0000	 3.5708
2.4727	 286.0000	 3.5708
2.4827	 303.0000	 3.5708
2.4927	 354.0000	 3.5708
2.5027	 493.0000	 3.5708
2.5127	 590.0000	 3.5708
2.5227	 622.0000	 3.5708
2.5327	 614.0000	 3.5708
2.5427	 557.0000	 3.5708
2.5527	 458.0000	 3.5708
2.5628	 333.0000	 3.5708
2.5728	 295.0000	 3.5708
2.5828	 282.0000	 3.5708
2.5928	 281.0000	 3.5708
2.6028	 290.0000	 3.5708
2.6128	 316.0000	 3.5708
2.6228	 403.0000	 3.5708
2.6328	 547.0000	 3.5708
2.6428	 606.0000	 3.5708
2.6528	 612.0000	 3.5708
2.8252	 284.0000	 3.7494
2.8352	 280.0000	 3.7494
2.8452	 289.0000	 3.7494
2.8552	 309.0000	 3.7494
2.8652	 393.0000	 3.7494
2.8752	 542.0000	 3.7494
2.8852	 604.0000	 3.7494
2.8952	 612.0000	 3.7494
2.9052	 569.0000	 3.7494
2.9152	 490.0000	 3.7494
2.9252	 373.0000	 3.7494
2.9352	 310.0000	 3.7494
2.9452	 293.0000	 3.7494
2.9552	 285.0000	 3.7494
2.9652	 294.0000	 3.7494
2.9752	 324.0000	 3.7494
2.9852	 442.0000	 3.7494
2.9952	 566.0000	 3.7494
3.0052	 615.0000	 3.7494
3.0152	 613.0000	 3.7494
3.0252	 564.0000	 3.7494
3.0352	 462.0000	 3.7494
3.0452	 330.0000	 3.7494
3.0552	 293.0000	 3.7494
3.0652	 282.0000	 3.7494
3.0752	 283.0000	 3.7494
3.0852	 297.0000	 3.7494
3.0952	 335.0000	 3.7494
3.1052	 474.0000	 3.7494
3.1152	 580.0000	 3.7494
3.1252	 612.0000	 3.7494
3.1352	 593.0000	 3.7494
3.1452	 514.0000	 3.7494
3.1552	 406.0000	 3.7494
3.2902	 287.0000	 4.6869
3.3002	 282.0000	 4.6869
3.3102	 290.0000	 4.6869
3.3202	 314.0000	 4.6869
3.3302	 414.0000	 4.6869
3.3402	 557.0000	 4.6869
3.3502	 606.0000	 4.6869
3.3602	 604.0000	 4.6869
3.3702	 538.0000	 4.6869
3.3802	 452.0000	 4.6869
3.3902	 337.0000	 4.6869
3.4002	 301.0000	 4.6869
3.4102	 288.0000	 4.6869
3.4202	 286.0000	 4.6869
3.4302	 307.0000	 4.6869
3.4402	 380.0000	 4.6869
3.4502	 526.0000	 4.6869
3.4602	 599.0000	 4.6869
3.4702	 615.0000	 4.6869
3.4802	 585.0000	 4.6869
3.4902	 501.0000	 4.6869
3.5002	 355.0000	 4.6869
3.5102	 301.0000	 4.6869
3.5202	 283.0000	 4.6869
3.5302	 282.0000	 4.6869
3.5402	 293.0000	 4.6869
3.5502	 321.0000	 4.6869
3.5602	 441.0000	 4.6869
3.5702	 568.0000	 4.6869
3.5802	 609.0000	 4.6869
3.5902	 602.0000	 4.6869
3.6002	 527.0000	 4.6869
3.6102	 432.0000	 4.6869
3.6202	 329.0000	 4.6869
3.6302	 299.0000	 4.6869
3.6402	 286.0000	 4.6869
3.6502	 288.0000	 4.6869
3.6602	 309.0000	 4.6869
3.7840	 314.0000	 4.6867
3.7940	 402.0000	 4.6867
3.8041	 551.0000	 4.6867
3.8141	 610.0000	 4.6867
3.8241	 619.0000	 4.6867
3.8341	 591.0000	 4.6867
3.8441	 516.0000	 4.6867
3.8541	 430.0000	 4.6867
3.8641	 332.0000	 4.6867
3.8741	 301.0000	 4.6867
3.8841	 289.0000	 4.6867
3.8941	 283.0000	 4.6867
3.9041	 293.0000	 4.6867
3.9141	 313.0000	 4.6867
3.9241	 384.0000	 4.6867
3.9341	 522.0000	 4.6867
3.9442	 605.0000	 4.6867
3.9542	 635.0000	 4.6867
3.9642	 627.0000	 4.6867
3.9742	 594.0000	 4.6867
3.9842	 524.0000	 4.6867
3.9942	 410.0000	 4.6867
4.0044	 318.0000	 4.6867
4.0144	 292.0000	 4.6867
4.0244	 281.0000	 4.6867
4.0344	 278.0000	 4.6867
4.0444	 283.0000	 4.6867
4.0545	 297.0000	 4.6867
4.0645	 317.0000	 4.6867
4.0745	 391.0000	 4.6867
4.0845	 529.0000	 4.6867
4.0945	 610.0000	 4.6867
4.1045	 635.0000	 4.6867
4.1145	 633.0000	 4.6867
4.1245	 603.0000	 4.6867
4.1345	 534.0000	 4.6867
4.1445	 475.0000	 4.6867
4.1545	 379.0000	 4.6867
4.3008	 625.0000	 3.4042
4.3108	 578.0000	 3.4042
4.3208	 520.0000	 3.4042
4.3308	 441.0000	 3.4042
4.3408	 349.0000	 3.4042
4.3508	 305.0000	 3.4042
4.3608	 289.0000	 3.4042
4.3708	 282.0000	 3.4042
4.3808	 279.0000	 3.4042
4.3908	 276.0000	 3.4042
4.4008	 279.0000	 3.4042
4.4108	 284.0000	 3.4042
4.4208	 294.0000	 3.4042
4.4308	 305.0000	 3.4042
4.4408	 323.0000	 3.4042
4.4508	 367.0000	 3.4042
4.4608	 456.0000	 3.4042
4.4710	 568.0000	 3.4042
4.4810	 639.0000	 3.4042
4.4910	 665.0000	 3.4042
4.5010	 673.0000	 3.4042
4.5110	 669.0000	 3.4042
4.5210	 657.0000	 3.4042
4.5310	 640.0000	 3.4042
4.5410	 610.0000	 3.4042
4.5510	 559.0000	 3.4042
4.5610	 518.0000	 3.4042
4.5710	 486.0000	 3.4042
4.5810	 445.0000	 3.4042
4.5910	 388.0000	 3.4042
4.6011	 341.0000	 3.4042
4.6111	 311.0000	 3.4042
4.6211	 297.0000	 3.4042
4.6311	 292.0000	 3.4042
4.6411	 288.0000	 3.4042
4.6511	 285.0000	 3.4042
4.6611	 282.0000	 3.4042
4.8278	 694.0000	 2.4458
4.8378	 694.0000	 2.4458
4.8478	 690.0000	 2.4458
4.8578	 674.0000	 2.4458
4.8678	 660.0000	 2.4458
4.8840	 637.0000	 2.4458
4.8940	 606.0000	 2.4458
4.9041	 570.0000	 2.4458
4.9141	 532.0000	 2.4458
4.9241	 497.0000	 2.4458
4.9341	 445.0000	 2.4458
4.9441	 381.0000	 2.4458
4.9541	 334.0000	 2.4458
4.9641	 306.0000	 2.4458
4.9741	 292.0000	 2.4458
4.9841	 285.0000	 2.4458
4.9941	 281.0000	 2.4458
5.0043	 279.0000	 2.4458
5.0143	 277.0000	 2.4458
5.0243	 274.0000	 2.4458
5.0343	 274.0000	 2.4458
5.0443	 276.0000	 2.4458
5.0543	 279.0000	 2.4458
5.0643	 282.0000	 2.4458
5.0743	 288.0000	 2.4458
5.0843	 294.0000	 2.4458
5.0944	 303.0000	 2.4458
5.1044	 312.0000	 2.4458
5.1144	 325.0000	 2.4458
5.1244	 352.0000	 2.4458
5.1344	 402.0000	 2.4458
5.1444	 479.0000	 2.4458
5.1544	 569.0000	 2.4458
5.2937	 479.0000	 2.4458
5.3037	 448.0000	 2.4458
5.3137	 405.0000	 2.4458
5.3237	 360.0000	 2.4458
5.3337	 328.0000	 2.4458
5.3437	 308.0000	 2.4458
5.3537	 297.0000	 2.4458
5.3637	 291.0000	 2.4458
5.3737	 289.0000	 2.4458
5.3837	 286.0000	 2.4458
5.3937	 284.0000	 2.4458
5.4037	 282.0000	 2.4458
5.4137	 280.0000	 2.4458
5.4237	 279.0000	 2.4458
5.4337	 278.0000	 2.4458
5.4437	 280.0000	 2.4458
5.4537	 283.0000	 2.4458
5.4637	 289.0000	 2.4458
5.4737	 295.0000	 2.4458
5.4837	 302.0000	 2.4458
5.4938	 310.0000	 2.4458
5.5038	 320.0000	 2.4458
5.5138	 335.0000	 2.4458
5.5238	 361.0000	 2.4458
5.5338	 402.0000	 2.4458
5.5438	 460.0000	 2.4458
5.5538	 526.0000	 2.4458
5.5638	 590.0000	 2.4458
5.5738	 642.0000	 2.4458
