8.2567	 266.0000	 2.3014	 0	 -69	 108.2
8.3279	 252.0000	 2.3014	 0	 -14	 108.2
8.3986	 444.0000	 2.3014	 1	 192	 108.2
8.4713	 233.0000	 2.3014	 1	 -211	 108.2
8.5597	 220.0000	 1.5668	 0	 -13	 108.2
8.6359	 443.0000	 1.5668	 1	 223	 108.2
8.7063	 235.0000	 1.5668	 1	 -208	 108.2
8.7763	 384.0000	 1.5668	 1	 149	 108.2
8.8556	 219.0000	 1.3580	 1	 -165	 108.2
8.9271	 403.0000	 1.3580	 1	 184	 108.2
9.0011	 233.0000	 1.3580	 1	 -170	 108.2
9.0747	 429.0000	 1.3580	 1	 196	 108.2
9.1659	 330.0000	 3.3915	 0	 -99	 108.2
9.2369	 285.0000	 3.3915	 0	 -45	 108.2
9.3088	 243.0000	 3.3915	 0	 -42	 108.2
9.3786	 475.0000	 3.3915	 0	 232	 108.2
9.4545	 253.0000	 3.3520	 1	 -222	 108.2
9.5262	 395.0000	 3.3520	 1	 142	 108.2
9.5967	 217.0000	 3.3520	 1	 -178	 108.2
9.6700	 484.0000	 3.3520	 1	 267	 108.2
9.7580	 386.0000	 1.6791	 0	 -98	 109.2
9.8293	 254.0000	 1.6791	 1	 -132	 109.2
9.8999	 269.0000	 1.6791	 0	 15	 109.2
9.9691	 436.0000	 1.6791	 1	 167	 109.2
10.0407	 219.0000	 2.6686	 1	 -217	 109.2
10.1115	 441.0000	 2.6686	 1	 222	 109.2
10.1885	 222.0000	 2.6686	 1	 -219	 109.2
10.2607	 492.0000	 2.6686	 1	 270	 109.2
10.3344	 219.0000	 2.7838	 1	 -273	 109.80000000000001
10.4066	 437.0000	 2.7838	 1	 218	 109.80000000000001
10.4954	 381.0000	 2.7838	 0	 -56	 109.80000000000001
10.5717	 226.0000	 2.7838	 1	 -155	 109.80000000000001
10.6432	 410.0000	 3.3882	 1	 184	 109.80000000000001
10.7194	 218.0000	 3.3882	 1	 -192	 109.80000000000001
10.7896	 385.0000	 3.3882	 1	 167	 109.80000000000001
10.8619	 251.0000	 3.3882	 1	 -134	 109.80000000000001
10.9370	 414.0000	 2.6112	 1	 163	 109.80000000000001
11.0239	 234.0000	 2.6112	 1	 -180	 109.80000000000001
11.0941	 426.0000	 2.6112	 1	 192	 109.80000000000001
11.1656	 216.0000	 2.6112	 1	 -210	 109.80000000000001
11.2367	 464.0000	 3.2837	 1	 248	 109.80000000000001
11.3063	 226.0000	 3.2837	 1	 -238	 109.80000000000001
11.3743	 312.0000	 3.2837	 0	 86	 109.80000000000001
11.4494	 266.0000	 3.2837	 0	 -46	 109.80000000000001
11.5223	 340.0000	 3.5413	 0	 74	 109.80000000000001
11.5935	 298.0000	 3.5413	 0	 -42	 109.80000000000001
11.6661	 240.0000	 3.5413	 0	 -58	 109.80000000000001
11.7451	 278.0000	 3.5413	 0	 38	 109.80000000000001
11.8277	 461.0000	 3.5413	 1	 183	 109.80000000000001
11.8990	 224.0000	 3.5413	 1	 -237	 109.80000000000001
11.9719	 387.0000	 3.5413	 1	 163	 109.80000000000001
12.0413	 277.0000	 3.5413	 1	 -110	 109.80000000000001
12.1164	 364.0000	 1.3601	 0	 87	 109.80000000000001
12.1886	 251.0000	 1.3601	 0	 -113	 109.80000000000001
12.2609	 294.0000	 1.3601	 0	 43	 109.80000000000001
12.3338	 343.0000	 1.3601	 0	 49	 109.80000000000001
12.4062	 287.0000	 1.3605	 0	 -56	 109.80000000000001
12.4933	 215.0000	 1.3605	 0	 -72	 109.80000000000001
12.5649	 426.0000	 1.3605	 1	 211	 109.80000000000001
12.6349	 249.0000	 1.3605	 1	 -177	 108.60000000000001
12.7060	 366.0000	 1.3564	 1	 117	 108.60000000000001
12.7756	 302.0000	 1.3564	 0	 -64	 108.60000000000001
12.8520	 283.0000	 1.3564	 0	 -19	 108.60000000000001
12.9251	 358.0000	 1.3564	 0	 75	 108.60000000000001
12.9962	 243.0000	 1.3621	 1	 -115	 108.60000000000001
13.0689	 383.0000	 1.3621	 1	 140	 108.60000000000001
13.1565	 418.0000	 1.3621	 0	 35	 108.60000000000001
13.2275	 237.0000	 1.3621	 1	 -181	 108.60000000000001
13.2991	 374.0000	 1.9843	 1	 137	 108.60000000000001
13.3688	 273.0000	 1.9843	 0	 -101	 108.60000000000001
13.4390	 236.0000	 1.9843	 0	 -37	 108.60000000000001
13.5089	 485.0000	 1.9843	 0	 249	 108.60000000000001
13.5793	 213.0000	 1.6861	 1	 -272	 108.60000000000001
13.6579	 393.0000	 1.6861	 1	 180	 108.60000000000001
13.7285	 217.0000	 1.6861	 1	 -176	 108.60000000000001
13.8008	 484.0000	 1.6861	 1	 267	 108.60000000000001
13.8874	 365.0000	 1.9962	 1	 -119	 108.60000000000001
13.9587	 272.0000	 1.9962	 0	 -93	 108.60000000000001
14.0295	 242.0000	 1.9962	 0	 -30	 108.60000000000001
14.1052	 370.0000	 1.9962	 1	 128	 108.60000000000001
14.1742	 230.0000	 3.2460	 1	 -140	 108.60000000000001
14.2441	 440.0000	 3.2460	 1	 210	 108.60000000000001
14.3228	 227.0000	 3.2460	 1	 -213	 108.60000000000001
14.3936	 494.0000	 3.2460	 1	 267	 108.60000000000001
14.4669	 214.0000	 2.2968	 1	 -280	 108.60000000000001
14.5452	 379.0000	 2.2968	 1	 165	 110.0
14.6204	 236.0000	 2.2968	 1	 -143	 110.0
14.7007	 260.0000	 2.2968	 0	 24	 110.0
14.7713	 311.0000	 3.3599	 0	 51	 110.0
14.8415	 353.0000	 3.3599	 0	 42	 110.0
14.9118	 221.0000	 3.3599	 0	 -132	 110.0
14.9882	 418.0000	 3.3599	 0	 197	 110.0
15.0602	 227.0000	 3.3599	 0	 -191	 110.0
